sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.0641;2.4072;9.2397;-1.4766;2.8604;9.2633;-0.111;-0.0989;0.389;0.0291;-0.0086;0.0151;-31.47;-8.09;-29.36;90.93;-17.2;8.8;918.72;76.39;49.15307;6.576165;8930.0;NaN;834.0266;221.0;49.0;150.2;1 / 16;4698876;2015-03-03 15:15:24:431
-1.1881;3.6403;10.2013;-1.4566;2.8793;9.2606;0.1018;-0.1362;0.3887;0.028;-0.0182;0.0151;-31.82;-7.74;-30.04;90.81;-16.9;9.11;918.84;76.993;49.15307;6.576165;8930.0;NaN;832.91254;221.0;49.0;150.2;1 / 14;4699376;2015-03-03 15:15:24:931
-1.6404;3.1094;10.0442;-1.4529;2.834;9.2751;-0.2787;0.132;0.455;0.0537;0.0299;0.0204;-31.64;-8.61;-29.87;92.46;-16.58;8.76;919.02;76.085;49.15307;6.576165;8930.0;NaN;831.1483;221.0;49.0;150.2;1 / 14;4699876;2015-03-03 15:15:25:431
-1.3143;2.6953;9.6848;-1.379;2.7831;9.3018;-7.0E-4;-0.13;0.08;0.0216;0.016;0.0129;-32.35;-8.61;-29.87;92.52;-16.41;8.51;919.2;76.807;49.15307;6.576165;8930.0;NaN;829.47797;221.0;49.0;150.2;1 / 15;4700375;2015-03-03 15:15:25:930
-2.1617;2.9071;11.1178;-1.4886;2.8432;9.2666;-0.2266;-0.0579;-0.0013;0.0334;0.0106;0.0183;-32.87;-7.39;-30.04;89.4;-16.64;8.52;919.34;76.221;49.15307;6.576165;8930.0;NaN;828.1776;221.0;49.0;150.2;1 / 15;4700875;2015-03-03 15:15:26:430
-1.7999;3.0523;10.9583;-1.4965;2.9267;9.2393;-0.1551;-0.0584;0.3448;0.0227;-0.0139;0.0193;-32.52;-8.79;-29.36;92.54;-17.2;8.94;919.54;77.328;49.15307;6.576165;8930.0;NaN;826.3219;221.0;49.0;150.2;1 / 15;4701376;2015-03-03 15:15:26:931
-2.0641;3.4046;12.596;-1.5183;2.9675;9.2227;0.0;0.0165;0.1924;0.0088;-0.0257;0.0193;-30.59;-7.56;-31.57;89.24;-17.65;9.06;919.67;76.414;49.15307;6.576165;8930.0;NaN;825.1153;221.0;49.0;150.2;1 / 15;4701876;2015-03-03 15:15:27:431
-1.826;3.1213;11.4772;-1.4205;2.9328;9.2494;-0.1756;0.013;-0.1418;0.0366;0.001;0.0183;-31.47;-7.74;-31.06;89.8;-17.38;8.66;919.86;76.174;49.15307;6.576165;8930.0;NaN;823.3532;221.0;49.0;150.2;1 / 15;4702379;2015-03-03 15:15:27:934
-2.1045;3.7997;11.163;-1.4258;2.9283;9.25;-0.17;-0.1317;-0.0215;-8.0E-4;0.0064;0.0076;-31.29;-7.91;-32.26;89.27;-17.48;8.74;919.98;75.974;49.15307;6.576165;8930.0;NaN;822.2405;221.0;49.0;150.2;1 / 15;4702876;2015-03-03 15:15:28:431
-1.8617;3.3856;11.5081;-1.4722;2.9738;9.2282;0.0412;-0.3185;0.2656;0.0345;0.0373;0.0193;-30.94;-8.26;-30.55;89.57;-17.84;9.06;920.21;76.665;49.15307;6.576165;8930.0;NaN;820.10706;221.0;49.0;150.2;1 / 15;4703375;2015-03-03 15:15:28:930
-1.9236;2.9;11.3415;-1.482;2.9636;9.2299;-0.1021;-0.4367;0.0048;0.0259;0.0566;0.0215;-30.94;-7.21;-30.21;88.64;-17.55;8.81;920.34;75.861;49.15307;6.576165;8930.0;NaN;818.9024;221.0;49.0;150.2;1 / 15;4703879;2015-03-03 15:15:29:434
-1.9998;3.3261;11.2582;-1.5124;2.8885;9.2488;0.1213;-0.0618;0.0678;0.0013;0.0053;0.0161;-31.47;-6.69;-32.08;88.06;-17.43;9.63;920.52;76.311;49.15307;6.576165;8930.0;NaN;817.23425;221.0;49.0;150.2;1 / 15;4704375;2015-03-03 15:15:29:930
-2.1117;3.4689;9.8062;-1.4417;2.9247;9.2487;0.0056;-0.0849;-0.3137;0.0334;0.0363;0.0268;-30.06;-7.04;-32.42;87.74;-17.35;8.88;920.74;76.558;49.15307;6.576165;8930.0;NaN;815.1948;221.0;49.0;150.2;1 / 15;4704875;2015-03-03 15:15:30:430
-1.7165;3.1618;10.9107;-1.4495;2.9953;9.2248;-0.1641;-0.0195;0.2912;0.028;0.0202;0.0236;-32.17;-6.34;-31.06;86.66;-17.78;8.93;920.86;76.184;49.15307;6.576165;8930.0;NaN;814.0829;221.0;49.0;150.2;1 / 15;4705376;2015-03-03 15:15:30:931
-1.9379;3.3332;11.0749;-1.4847;2.9428;9.2361;0.0332;-0.2466;0.1504;0.0302;0.0053;0.0236;-30.94;-7.56;-31.57;89.28;-17.64;9.22;921.01;76.295;49.15307;6.576165;8930.0;NaN;812.69324;221.0;49.0;150.2;1 / 15;4705876;2015-03-03 15:15:31:431
-2.1545;2.6167;10.5679;-1.488;2.9745;9.2254;0.135;-0.0438;0.3654;0.0174;-0.0161;0.0129;-31.64;-6.16;-31.23;86.95;-17.5;9.15;921.13;75.833;49.15307;6.576165;8930.0;NaN;811.581;221.0;49.0;150.2;1 / 15;4706375;2015-03-03 15:15:31:930
-1.7046;3.576;10.6465;-1.4649;2.9428;9.2393;-0.0725;-0.2666;-0.1002;0.0216;-0.0022;0.0183;-31.12;-7.74;-32.08;89.41;-17.39;8.97;921.33;76.577;49.15307;6.576165;8930.0;NaN;809.72906;221.0;49.0;150.2;1 / 15;4706876;2015-03-03 15:15:32:431
-1.7118;3.038;10.6393;-1.5006;2.9503;9.2312;-0.0654;-0.2975;0.0121;0.0078;-0.0107;0.014;-31.47;-7.04;-31.06;88.27;-17.68;9.41;921.45;75.976;49.15307;6.576165;8930.0;NaN;808.6183;221.0;49.0;150.2;1 / 15;4707375;2015-03-03 15:15:32:930
-2.2307;3.7283;11.501;-1.471;2.9765;9.2275;-0.1419;-0.0024;0.6954;0.0216;-0.0086;0.0172;-31.99;-6.51;-31.57;87.93;-17.53;9.09;921.59;76.2;49.15307;6.576165;8930.0;NaN;807.3212;221.0;49.0;150.2;1 / 15;4707877;2015-03-03 15:15:33:432
-2.0855;2.9119;10.9083;-1.4901;2.9956;9.2182;-0.0399;-0.0918;-0.0697;0.0131;-0.0203;0.0161;-32.35;-5.11;-32.94;84.25;-17.87;9.03;921.69;75.906;49.15307;6.576165;8930.0;NaN;806.39624;221.0;49.0;150.2;1 / 15;4708376;2015-03-03 15:15:33:931
-1.1952;2.7619;10.1204;-1.5007;2.9969;9.2161;0.137;-0.171;-0.2468;0.0238;0.0181;0.0193;-31.82;-4.93;-32.08;84.97;-17.67;9.37;921.88;75.786;49.15307;6.576165;8930.0;NaN;804.6377;221.0;49.0;150.2;1 / 15;4708878;2015-03-03 15:15:34:433
-2.2759;3.0737;10.9773;-1.4631;2.9322;9.2429;0.2406;-0.1835;0.1696;0.0558;0.0704;0.03;-32.87;-5.98;-30.72;87.11;-17.47;9.11;922.02;76.156;49.15307;6.576165;8930.0;NaN;803.34094;221.0;49.0;150.2;1 / 15;4709377;2015-03-03 15:15:34:932
-1.4714;3.2927;9.9157;-1.5141;2.987;9.2171;-0.2158;-0.2599;-0.0219;0.0451;0.0267;0.0247;-33.05;-5.46;-32.26;85.03;-17.6;8.84;922.13;75.752;49.15307;6.576165;8930.0;NaN;802.32385;221.0;49.0;150.2;1 / 15;4709875;2015-03-03 15:15:35:430
-1.7641;3.0856;9.004;-1.4594;2.9311;9.2439;-0.2552;-0.1995;0.363;-0.0093;0.0096;0.014;-33.05;-5.46;-31.23;85.66;-17.39;8.97;922.31;75.924;49.15307;6.576165;8930.0;NaN;800.658;221.0;49.0;150.2;1 / 15;4710375;2015-03-03 15:15:35:930
-1.995;3.1832;10.8964;-1.4797;2.9865;9.2229;0.07;-0.0448;-0.2275;0.0174;0.0117;0.0204;-31.64;-4.41;-31.23;84.03;-17.51;9.32;922.44;76.508;49.15307;6.576165;8930.0;NaN;799.4561;221.0;49.0;150.2;1 / 15;4710876;2015-03-03 15:15:36:431
-2.0069;2.7786;10.4822;-1.4924;2.9492;9.2328;-0.2348;-0.2069;0.1441;0.0056;-0.0332;0.0129;-31.82;-5.28;-32.08;84.97;-17.47;8.99;922.64;76.264;49.15307;6.576165;8930.0;NaN;797.6062;221.0;49.0;150.2;1 / 15;4711376;2015-03-03 15:15:36:931
-1.1072;2.6357;10.1442;-1.4348;2.9567;9.2396;0.0558;-0.0832;-0.0251;0.0163;0.016;0.0236;-31.99;-4.41;-30.55;84.15;-17.27;9.2;922.77;76.205;49.15307;6.576165;8930.0;NaN;796.40393;221.0;49.0;150.2;1 / 15;4711876;2015-03-03 15:15:37:431
-1.181;3.0571;9.9062;-1.477;2.8955;9.2523;0.1091;-0.1399;-0.0592;-0.0051;-0.047;0.0119;-30.76;-4.58;-32.08;84.77;-17.52;9.12;922.95;75.961;49.15307;6.576165;8930.0;NaN;794.73975;221.0;49.0;150.2;1 / 15;4712376;2015-03-03 15:15:37:931
-1.3666;3.0118;9.9085;-1.3594;2.9025;9.2681;0.2222;-0.1506;-0.3014;0.0451;0.0053;0.0172;-31.99;-4.41;-32.26;83.61;-17.19;8.74;923.06;76.033;49.15307;6.576165;8930.0;NaN;793.7225;221.0;49.0;150.2;1 / 15;4712875;2015-03-03 15:15:38:430
-1.5142;2.9976;9.1064;-1.3658;2.8855;9.2725;0.1625;-0.1604;-0.0205;-0.0029;0.0341;0.0215;-31.47;-3.88;-31.74;83.15;-17.39;8.58;923.24;76.169;49.15307;6.576165;8930.0;NaN;792.05963;221.0;49.0;150.2;1 / 15;4713376;2015-03-03 15:15:38:931
-1.5642;3.1618;8.8588;-1.4282;2.9424;9.2451;0.2819;-0.031;-0.0314;0.0355;0.0566;0.0215;-31.29;-4.41;-33.96;82.34;-17.2;8.37;923.33;75.967;49.15307;6.576165;8930.0;NaN;791.2276;221.0;49.0;150.2;1 / 15;4713875;2015-03-03 15:15:39:430
-1.4428;2.7714;9.8014;-1.4141;2.9588;9.2421;-0.0408;-0.142;0.0522;0.0313;0.0277;0.0247;-31.47;-4.58;-34.47;83.62;-17.65;8.72;923.5;75.899;49.15307;6.576165;8930.0;NaN;789.657;221.0;49.0;150.2;1 / 15;4714377;2015-03-03 15:15:39:932
-1.3619;3.1166;9.8038;-1.3578;2.8514;9.2842;-0.0596;-0.0318;-0.1372;-0.0093;-0.0267;0.0119;-30.76;-4.58;-32.77;84.4;-17.16;8.56;923.7;75.319;49.15307;6.576165;8930.0;NaN;787.80865;221.0;49.0;150.2;1 / 15;4714878;2015-03-03 15:15:40:433
-1.4285;3.0618;10.4417;-1.3296;2.8878;9.277;0.11;-0.2627;0.0595;0.0387;0.0309;0.0247;-29.71;-2.13;-33.11;79.53;-16.93;8.2;923.8;76.177;49.15307;6.576165;8930.0;NaN;786.88525;221.0;49.0;150.2;1 / 15;4715376;2015-03-03 15:15:40:931
-1.5785;2.9309;10.6703;-1.4677;3.0017;9.2199;0.0142;-0.1233;-0.1319;0.0088;0.0096;0.0247;-31.47;-3.88;-33.79;82.18;-17.5;8.56;923.97;76.344;49.15307;6.576165;8930.0;NaN;785.31573;221.0;49.0;150.2;1 / 15;4715875;2015-03-03 15:15:41:430
-1.4642;3.2594;9.8419;-1.4145;2.964;9.2403;0.1898;-0.03;-0.0889;0.0088;-0.0171;0.0151;-29.53;-2.31;-32.94;79.25;-17.59;8.7;924.08;76.321;49.15307;6.576165;8930.0;NaN;784.3002;221.0;49.0;150.2;1 / 15;4716375;2015-03-03 15:15:41:930
-1.8998;3.2142;10.0894;-1.4649;2.9809;9.2271;-0.3842;0.14;-0.0405;-0.0029;-0.03;0.0193;-31.12;-1.78;-33.11;79.6;-17.54;8.58;924.25;76.155;49.15307;6.576165;8930.0;NaN;782.73016;221.0;49.0;150.2;1 / 15;4716875;2015-03-03 15:15:42:430
-0.8525;2.581;9.7276;-1.418;3.0005;9.2281;0.2109;-0.34;0.0685;0.0355;-0.046;0.0236;-31.64;-1.61;-33.28;79.93;-17.82;9.04;924.36;75.624;49.15307;6.576165;8930.0;NaN;781.7152;221.0;49.0;150.2;1 / 15;4717376;2015-03-03 15:15:42:931
-2.0379;2.919;10.7107;-1.4071;2.9897;9.2332;0.111;-0.1823;0.3259;-0.0051;-0.0289;0.0129;-31.29;-1.96;-32.6;79.33;-17.84;8.48;924.51;76.485;49.15307;6.576165;8930.0;NaN;780.3305;221.0;49.0;150.2;1 / 15;4717876;2015-03-03 15:15:43:431
-1.8427;2.8762;10.5679;-1.5445;2.9989;9.2082;-0.4407;-0.1134;0.5107;0.0451;0.0534;0.0279;-30.06;-3.53;-32.77;82.35;-17.91;9.38;924.66;76.753;49.15307;6.576165;8930.0;NaN;778.94556;221.0;49.0;150.2;1 / 15;4718376;2015-03-03 15:15:43:931
-1.6523;2.6476;9.7538;-1.5176;2.9873;9.2165;-0.0541;0.145;0.0797;0.0067;0.0032;0.0097;-31.47;-2.13;-32.42;80.1;-17.89;9.38;924.75;76.088;49.15307;6.576165;8930.0;NaN;778.11597;221.0;49.0;150.2;1 / 15;4718876;2015-03-03 15:15:44:431
-1.9808;3.0833;9.9323;-1.4249;3.0246;9.2191;0.0441;-0.0927;-0.2646;0.027;0.0373;0.0129;-31.47;-1.43;-33.45;78.08;-17.86;9.0;924.9;75.657;49.15307;6.576165;8930.0;NaN;776.7316;221.0;49.0;150.2;1 / 15;4719375;2015-03-03 15:15:44:930
-1.4904;2.8452;9.5777;-1.4869;2.9944;9.2192;-0.1328;-0.0832;0.0394;-0.0051;0.0021;0.0119;-30.41;-1.78;-35.15;78.24;-17.77;8.67;925.0;75.927;49.15307;6.576165;8930.0;NaN;775.8098;221.0;49.0;150.2;1 / 15;4719876;2015-03-03 15:15:45:431
-1.7142;3.1951;9.6538;-1.5688;2.9936;9.2058;0.0942;-0.057;0.0149;-0.0029;0.0128;0.014;-31.64;-0.9;-34.98;77.93;-17.81;9.52;925.17;76.154;49.15307;6.576165;8930.0;NaN;774.241;221.0;49.0;150.2;1 / 15;4720376;2015-03-03 15:15:45:931
-1.1095;3.2713;9.3087;-1.5748;2.9088;9.232;0.0114;-0.2172;-0.0028;0.0099;0.0587;0.0054;-29.53;-3.01;-34.64;80.47;-17.41;9.67;925.28;75.892;49.15307;6.576165;8930.0;NaN;773.2269;221.0;49.0;150.2;1 / 15;4720875;2015-03-03 15:15:46:430
-1.2048;2.7333;9.0492;-1.5444;2.9999;9.2079;0.3652;-0.0261;0.2508;0.0206;0.0608;0.0012;-31.12;-0.38;-35.49;76.31;-17.66;9.7;925.44;75.403;49.15307;6.576165;8930.0;NaN;771.7516;221.0;49.0;150.2;1 / 15;4721376;2015-03-03 15:15:46:931
-1.3595;3.3308;10.2275;-1.6235;2.9531;9.2094;0.1165;-0.3061;0.2447;-0.0093;0.0149;-0.0052;-29.01;-0.03;-36.18;74.92;-17.75;9.68;925.54;75.875;49.15307;6.576165;8930.0;NaN;770.8293;221.0;49.0;150.2;1 / 15;4721877;2015-03-03 15:15:47:432
-1.1214;3.4832;9.661;-1.7008;2.9354;9.2012;0.6663;0.1082;-0.2045;0.0152;0.0352;-0.0063;-27.25;-0.03;-35.49;75.16;-17.16;10.42;925.7;75.863;49.15307;6.576165;8930.0;NaN;769.35443;221.0;49.0;150.2;1 / 15;4722376;2015-03-03 15:15:47:931
-1.8689;3.3998;9.2587;-1.7159;2.8947;9.2112;0.0616;-0.1154;0.4309;-0.0168;0.0405;-0.0031;-27.07;-0.9;-37.71;75.52;-17.49;10.98;925.88;75.986;49.15307;6.576165;8930.0;NaN;767.6961;221.0;49.0;150.2;1 / 15;4722876;2015-03-03 15:15:48:431
-1.9022;3.0095;10.0133;-1.7733;2.9008;9.1984;0.1015;-0.0242;0.5518;0.0216;0.0555;-0.0031;-24.08;-1.08;-37.88;74.14;-17.21;10.91;926.0;76.177;49.15307;6.576165;8930.0;NaN;766.59;221.0;49.0;150.2;1 / 15;4723375;2015-03-03 15:15:48:930
-2.1283;2.6476;9.3206;-1.8526;2.9306;9.1733;0.1843;-0.077;-0.058;0.0067;0.0715;-0.0063;-22.68;-0.73;-39.25;73.35;-17.25;11.36;926.18;76.046;49.15307;6.576165;8930.0;NaN;764.9312;221.0;49.0;150.2;1 / 15;4723876;2015-03-03 15:15:49:431
-1.3857;2.9023;8.835;-1.8586;2.9087;9.1791;0.1189;-0.2962;0.5383;0.0184;0.0363;-0.0095;-24.44;-0.73;-38.56;73.42;-17.73;11.23;926.29;75.945;49.15307;6.576165;8930.0;NaN;763.91876;221.0;49.0;150.2;1 / 15;4724376;2015-03-03 15:15:49:931
-1.25;2.9976;8.6112;-1.7435;2.8732;9.2128;0.2776;-0.0322;0.2843;0.0345;0.1078;0.0033;-22.68;-0.73;-39.25;73.21;-16.88;10.48;926.46;75.665;49.15307;6.576165;8930.0;NaN;762.3525;221.0;49.0;150.2;1 / 15;4724875;2015-03-03 15:15:50:430
-1.9093;2.9857;9.3682;-1.8105;2.8837;9.1966;0.0701;0.0662;-0.2213;0.0248;0.0405;0.0054;-21.62;0.67;-40.27;69.16;-16.98;11.19;926.56;76.48;49.15307;6.576165;8930.0;NaN;761.4319;221.0;49.0;150.2;1 / 14;4725376;2015-03-03 15:15:50:931
-1.5904;3.5189;9.4253;-1.7447;2.8641;9.2154;0.335;0.0741;-0.0774;0.0045;0.0224;-0.0074;-21.45;-1.25;-40.1;71.76;-16.9;10.95;926.75;75.532;49.15307;6.576165;8930.0;NaN;759.6827;221.0;49.0;150.2;1 / 14;4725877;2015-03-03 15:15:51:432
-1.5166;2.8071;9.273;-1.7454;2.8675;9.2142;0.2081;0.0169;-0.2581;-0.0019;0.0149;-0.0084;-19.69;-0.2;-41.12;68.61;-17.04;10.81;926.87;75.512;49.15307;6.576165;8930.0;NaN;758.57745;221.0;49.0;150.2;1 / 15;4726375;2015-03-03 15:15:51:930
-1.6546;2.7714;9.5301;-1.716;2.8701;9.2189;0.1326;-0.0377;0.1743;0.0088;0.0042;-0.0084;-20.22;-0.03;-40.61;68.53;-16.98;10.59;927.05;76.149;49.15307;6.576165;8930.0;NaN;756.9207;221.0;49.0;150.2;1 / 15;4726875;2015-03-03 15:15:52:430
-2.1545;2.6643;9.8276;-1.6709;2.8826;9.2233;0.0422;0.1492;-0.0449;0.011;0.0309;-0.0074;-19.69;0.15;-41.8;67.72;-17.11;10.21;927.23;75.788;49.15307;6.576165;8930.0;NaN;755.26465;221.0;49.0;150.2;1 / 15;4727377;2015-03-03 15:15:52:932
-1.7046;3.1213;9.4896;-1.596;2.9034;9.23;0.1381;-0.0358;0.0603;0.0248;0.0587;0.0087;-19.34;-1.25;-40.44;69.4;-17.13;10.08;927.35;75.626;49.15307;6.576165;8930.0;NaN;754.1598;221.0;49.0;150.2;1 / 15;4727875;2015-03-03 15:15:53:430
-1.4833;2.9904;10.2204;-1.5492;2.8524;9.2539;0.0047;-0.1997;-0.4438;3.0E-4;0.0117;-0.002;-17.58;-0.2;-41.12;65.72;-17.08;9.37;927.5;75.353;49.15307;6.576165;8930.0;NaN;752.7799;221.0;49.0;150.2;1 / 15;4728375;2015-03-03 15:15:53:930
-1.4095;2.7976;8.8993;-1.6112;2.8956;9.2299;0.0067;-0.1281;-0.2591;-0.004;-0.0054;-0.0138;-18.28;-0.55;-43.17;67.07;-16.98;9.61;927.61;75.927;49.15307;6.576165;8930.0;NaN;751.76794;221.0;49.0;150.2;1 / 15;4728876;2015-03-03 15:15:54:431
-1.4737;2.8547;9.1421;-1.5522;2.9432;9.2249;0.3366;0.0482;-0.3096;3.0E-4;0.0683;-0.0031;-16.53;-0.9;-40.78;66.63;-17.19;9.5;927.77;75.325;49.15307;6.576165;8930.0;NaN;750.2963;221.0;49.0;150.2;1 / 15;4729376;2015-03-03 15:15:54:931
-1.8189;2.7976;9.1635;-1.6266;2.9888;9.1974;0.1649;0.0484;0.1;0.0238;0.0651;0.0012;-17.23;-0.55;-41.8;65.87;-17.71;9.92;927.87;75.47;49.15307;6.576165;8930.0;NaN;749.37726;221.0;49.0;150.2;1 / 15;4729877;2015-03-03 15:15:55:432
-1.6189;2.8309;9.9276;-1.5916;2.9022;9.2312;0.0416;-0.0655;0.3904;0.0088;-0.0033;-0.0042;-18.11;-1.78;-40.95;69.64;-17.4;10.03;928.02;75.75;49.15307;6.576165;8930.0;NaN;747.99756;221.0;49.0;150.2;1 / 15;4730376;2015-03-03 15:15:55:931
-1.4309;3.1261;8.716;-1.5653;2.908;9.2338;0.2063;-0.086;-0.0469;0.0142;0.0149;1.0E-4;-16.7;0.67;-41.29;63.03;-17.3;9.86;928.11;76.017;49.15307;6.576165;8930.0;NaN;747.17053;221.0;49.0;150.2;1 / 15;4730876;2015-03-03 15:15:56:431
-1.7308;2.9738;9.2516;-1.5563;2.9253;9.2299;0.0499;-0.0104;0.0213;-8.0E-4;-0.0129;-0.0116;-17.4;-0.38;-41.97;64.44;-17.17;9.65;928.23;75.892;49.15307;6.576165;8930.0;NaN;746.06744;221.0;49.0;150.2;1 / 15;4731375;2015-03-03 15:15:56:930
-1.2857;3.4141;9.3801;-1.5461;2.9659;9.2186;0.3717;-0.079;0.0181;0.0216;0.001;-0.001;-17.76;-0.03;-42.32;65.13;-17.36;9.57;928.32;74.951;49.15307;6.576165;8930.0;NaN;745.24023;221.0;49.0;150.2;1 / 15;4731880;2015-03-03 15:15:57:435
-1.3738;2.8857;8.9873;-1.5545;3.0342;9.195;-0.0756;0.0219;0.0305;0.0174;0.0021;-0.0063;-17.05;0.32;-41.97;63.42;-17.89;9.52;928.5;75.556;49.15307;6.576165;8930.0;NaN;743.58563;221.0;49.0;150.2;1 / 15;4732376;2015-03-03 15:15:57:931
-1.419;2.6048;9.273;-1.5463;2.9968;9.2086;-0.0485;-0.2622;0.028;0.0184;0.016;0.0012;-16.88;-0.9;-41.46;65.71;-18.03;9.68;928.63;75.775;49.15307;6.576165;8930.0;NaN;742.3906;221.0;49.0;150.2;1 / 15;4732876;2015-03-03 15:15:58:431
-1.4214;2.312;9.223;-1.5782;2.9948;9.2039;0.0778;-0.259;0.0227;0.0238;0.0021;-0.0052;-16.17;-0.55;-41.8;64.36;-17.89;9.64;928.72;76.042;49.15307;6.576165;8930.0;NaN;741.56494;221.0;49.0;150.2;1 / 15;4733378;2015-03-03 15:15:58:933
-2.0403;2.8071;9.4801;-1.568;2.9513;9.2196;0.1982;-0.3617;0.1822;0.0013;0.0405;-0.0031;-15.47;-0.55;-41.12;63.83;-17.93;9.83;928.91;75.539;49.15307;6.576165;8930.0;NaN;739.8191;221.0;49.0;150.2;1 / 15;4733875;2015-03-03 15:15:59:430
-1.7094;3.0261;9.4539;-1.5784;2.9458;9.2196;-0.2475;0.0947;0.0228;0.0067;0.0042;-0.0063;-15.65;-2.48;-43.0;66.41;-17.42;9.51;929.04;75.911;49.15307;6.576165;8930.0;NaN;738.6254;221.0;49.0;150.2;1 / 15;4734375;2015-03-03 15:15:59:930
-1.3166;2.3049;8.6707;-1.5309;2.994;9.2121;0.1423;-0.0558;-0.1453;0.0206;0.0256;-0.0052;-14.24;-0.73;-41.63;62.53;-17.62;9.73;929.2;75.383;49.15307;6.576165;8930.0;NaN;737.1562;221.0;49.0;150.2;1 / 15;4734875;2015-03-03 15:16:00:430
-1.388;2.8286;8.5779;-1.5225;3.0166;9.2061;0.1197;-0.0544;0.2955;0.0184;-0.0097;-0.0052;-15.47;0.85;-41.8;59.39;-17.83;9.55;929.33;75.826;49.15307;6.576165;8930.0;NaN;735.96216;221.0;49.0;150.2;1 / 15;4735376;2015-03-03 15:16:00:931
-2.0688;3.1094;8.8517;-1.6043;3.0255;9.1893;-0.1579;-0.2717;0.1407;0.0078;-0.0075;-0.0116;-14.77;0.15;-41.8;61.02;-18.09;9.62;929.54;74.944;49.15307;6.576165;8930.0;NaN;734.034;221.0;49.0;150.2;1 / 15;4735875;2015-03-03 15:16:01:430
-1.4714;3.088;9.2254;-1.645;3.055;9.1723;-0.1697;0.0099;0.226;0.011;-0.0129;-0.0031;-13.01;-1.96;-42.83;62.59;-17.94;9.86;929.68;75.561;49.15307;6.576165;8930.0;NaN;732.74896;221.0;49.0;150.2;1 / 15;4736379;2015-03-03 15:16:01:934
-1.3095;3.1428;9.4872;-1.5177;2.9338;9.2336;0.1639;-0.0261;-0.0504;-0.0019;0.0235;-0.0031;-13.01;-0.9;-43.51;60.57;-17.49;9.73;929.85;75.462;49.15307;6.576165;8930.0;NaN;731.189;221.0;49.0;150.2;1 / 15;4736878;2015-03-03 15:16:02:433
-1.3761;2.4453;8.5351;-1.5229;2.9392;9.231;0.0624;-0.2455;-0.0681;0.0013;-0.0214;-0.0106;-13.54;-0.03;-41.29;60.82;-17.44;9.37;930.04;74.802;49.15307;6.576165;8930.0;NaN;729.44574;221.0;49.0;150.2;1 / 15;4737375;2015-03-03 15:16:02:930
-1.2833;2.9833;9.1944;-1.5096;2.9796;9.2203;-0.196;-0.0246;-0.0458;-0.0125;-0.0438;-0.0063;-14.59;-0.03;-42.66;60.67;-17.65;9.13;930.17;75.334;49.15307;6.576165;8930.0;NaN;728.2534;221.0;49.0;150.2;1 / 15;4737878;2015-03-03 15:16:03:433
-1.5666;2.6572;8.6731;-1.4981;3.0256;9.2072;-0.0189;0.091;0.2116;0.0227;0.017;1.0E-4;-14.24;0.32;-41.97;59.89;-17.8;9.36;930.32;75.176;49.15307;6.576165;8930.0;NaN;726.87775;221.0;49.0;150.2;1 / 15;4738375;2015-03-03 15:16:03:930
-0.8905;2.5762;8.9707;-1.4477;3.0413;9.2101;0.0946;-0.2157;-0.0918;-0.0104;-0.0342;-0.0084;-13.89;1.02;-41.97;57.34;-18.04;9.08;930.44;75.489;49.15307;6.576165;8930.0;NaN;725.77765;221.0;49.0;150.2;1 / 15;4738875;2015-03-03 15:16:04:430
-1.2381;2.7595;7.7972;-1.5383;3.0295;9.1992;-0.1034;-0.142;0.2083;-0.0147;0.0213;-0.0063;-15.3;-2.13;-42.66;64.51;-17.99;9.49;930.62;74.72;49.15307;6.576165;8930.0;NaN;724.1267;221.0;49.0;150.2;1 / 15;4739378;2015-03-03 15:16:04:933
-1.6189;2.969;9.4229;-1.4704;2.9644;9.2315;0.0116;-0.1294;-0.0826;0.0131;0.0288;-0.001;-14.59;1.02;-44.02;58.49;-17.64;9.19;930.75;74.345;49.15307;6.576165;8930.0;NaN;722.93463;221.0;49.0;150.2;1 / 15;4739875;2015-03-03 15:16:05:430
-0.9096;2.9214;8.9778;-1.4964;3.0381;9.2033;-0.0883;-0.0734;-0.0765;0.0099;-0.0246;-0.002;-13.36;-0.55;-41.46;60.59;-18.15;9.37;930.92;75.854;49.15307;6.576165;8930.0;NaN;721.37665;221.0;49.0;150.2;1 / 15;4740375;2015-03-03 15:16:05:930
