sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.1119;2.6453;8.6874;-1.3991;2.5711;9.3596;0.0925;-0.0808;0.0156;0.0334;0.0267;-0.0042;-14.42;-9.66;-38.05;91.17;-15.09;8.34;906.31;76.201;49.15307;6.576165;8930.0;NaN;950.0666;221.0;49.0;150.2;1 / 15;4657377;2015-03-03 15:14:42:932
-1.6761;2.9857;8.8874;-1.3787;2.5781;9.3607;0.1923;0.0023;-0.2215;-0.0136;-0.0588;-0.0042;-14.42;-11.42;-39.42;92.29;-15.61;8.65;906.43;76.151;49.15307;6.576165;8930.0;NaN;948.9366;221.0;49.0;150.2;1 / 15;4657875;2015-03-03 15:14:43:430
-1.5809;2.7143;8.6588;-1.4874;2.5628;9.3483;0.227;0.025;-0.4287;0.0024;0.0128;-0.0031;-13.54;-12.29;-39.93;95.13;-15.17;8.58;906.59;76.49;49.15307;6.576165;8930.0;NaN;947.43115;221.0;49.0;150.2;1 / 15;4658375;2015-03-03 15:14:43:930
-1.7808;2.7667;8.9207;-1.4932;2.554;9.3497;0.0016;-0.1356;-0.0039;0.0152;-0.0075;-0.002;-15.3;-11.94;-38.91;95.98;-15.06;9.06;906.76;76.35;49.15307;6.576165;8930.0;NaN;945.83167;221.0;49.0;150.2;1 / 15;4658876;2015-03-03 15:14:44:431
-1.738;2.3025;8.2185;-1.4559;2.5593;9.3542;-0.0188;-0.0175;-0.4511;3.0E-4;-0.0129;-0.0074;-13.71;-11.07;-38.73;93.49;-15.03;9.32;906.89;75.82;49.15307;6.576165;8930.0;NaN;944.60815;221.0;49.0;150.2;1 / 15;4659375;2015-03-03 15:14:44:930
-0.4906;2.5596;9.2658;-1.4558;2.5241;9.3638;0.0893;0.0045;-0.0245;-0.0115;-0.047;1.0E-4;-15.12;-11.07;-38.73;93.62;-14.91;9.05;907.07;75.879;49.15307;6.576165;8930.0;NaN;942.9143;221.0;49.0;150.2;1 / 15;4659875;2015-03-03 15:14:45:430
-1.7879;3.0594;9.8086;-1.2705;2.5211;9.3915;0.0619;0.1018;0.4905;0.011;-0.0267;0.0065;-14.77;-10.01;-37.71;91.63;-14.87;8.38;907.19;76.299;49.15307;6.576165;8930.0;NaN;941.7861;221.0;49.0;150.2;1 / 15;4660376;2015-03-03 15:14:45:931
-1.1214;2.5143;8.1256;-1.4082;2.5678;9.3591;-0.1378;-0.2478;-0.6088;0.012;0.0267;0.0129;-17.4;-10.89;-37.54;93.83;-15.03;8.02;907.36;75.853;49.15307;6.576165;8930.0;NaN;940.1873;221.0;49.0;150.2;1 / 15;4660877;2015-03-03 15:14:46:432
-0.7501;2.8309;8.1304;-1.3701;2.5768;9.3623;-0.2243;-0.0025;-0.442;0.0067;-0.1015;0.0022;-16.88;-11.07;-38.05;93.91;-15.01;8.36;907.47;76.28;49.15307;6.576165;8930.0;NaN;939.15265;221.0;49.0;150.2;1 / 15;4661376;2015-03-03 15:14:46:931
-1.1024;2.2906;8.328;-1.2064;2.6494;9.3646;-0.0313;-0.1961;-0.047;0.0174;0.0053;0.0076;-16.88;-11.07;-38.73;91.36;-15.99;7.36;907.65;76.832;49.15307;6.576165;8930.0;NaN;937.4613;221.0;49.0;150.2;1 / 15;4661877;2015-03-03 15:14:47:432
-1.1619;2.4406;9.392;-1.2003;2.6112;9.3761;-0.0265;-0.0019;0.4018;-0.0019;-0.0278;0.0065;-16.53;-10.37;-37.37;90.98;-15.58;7.46;907.76;76.781;49.15307;6.576165;8930.0;NaN;936.4263;221.0;49.0;150.2;1 / 15;4662376;2015-03-03 15:14:47:931
-0.612;2.2477;7.8448;-1.2013;2.5032;9.4054;0.065;-0.0167;-0.6373;0.0216;0.017;0.0022;-17.05;-8.79;-37.2;89.45;-14.97;7.52;907.95;76.476;49.15307;6.576165;8930.0;NaN;934.6405;221.0;49.0;150.2;1 / 15;4662875;2015-03-03 15:14:48:430
-1.4118;2.3501;8.7898;-1.3439;2.5223;9.381;-0.0288;-0.0658;-0.0992;0.0494;0.0235;0.0054;-18.11;-9.84;-37.88;91.32;-14.99;7.55;908.08;76.415;49.15307;6.576165;8930.0;NaN;933.419;221.0;49.0;150.2;1 / 15;4663376;2015-03-03 15:14:48:931
-0.9477;2.4144;9.4491;-1.5065;2.5973;9.3357;-0.0175;0.2283;0.2786;-0.0072;0.0331;-0.0138;-18.81;-11.24;-37.54;93.74;-15.06;8.64;908.26;76.734;49.15307;6.576165;8930.0;NaN;931.7284;221.0;49.0;150.2;1 / 15;4663876;2015-03-03 15:14:49:431
-1.9308;2.074;9.5372;-1.6344;2.5501;9.3272;0.0382;-0.1734;-0.3511;0.0377;0.0555;-0.0074;-16.53;-10.37;-39.42;90.98;-15.01;9.25;908.45;76.585;49.15307;6.576165;8930.0;NaN;929.9434;221.0;49.0;150.2;1 / 15;4664375;2015-03-03 15:14:49:930
-1.4499;2.6;8.6755;-1.6208;2.6021;9.3152;0.2635;-0.141;0.007;0.0078;0.047;-0.0245;-15.47;-10.01;-39.07;90.34;-15.39;9.87;908.56;76.116;49.15307;6.576165;8930.0;NaN;928.9102;221.0;49.0;150.2;1 / 15;4664876;2015-03-03 15:14:50:431
-2.6401;2.9833;8.2923;-1.7854;2.5764;9.2922;-0.2378;0.1374;-0.1116;0.0035;0.0427;-0.0181;-13.89;-9.84;-40.61;89.46;-15.04;9.91;908.76;76.734;49.15307;6.576165;8930.0;NaN;927.0325;221.0;49.0;150.2;1 / 15;4665377;2015-03-03 15:14:50:932
-1.4618;2.2787;9.4991;-1.8325;2.5568;9.2884;0.2205;-0.1465;-0.1489;-0.004;0.0106;-0.0234;-13.89;-9.84;-39.25;90.91;-15.21;11.36;908.88;76.803;49.15307;6.576165;8930.0;NaN;925.90576;221.0;49.0;150.2;1 / 15;4665878;2015-03-03 15:14:51:433
-1.5023;2.2977;9.1706;-1.7003;2.5227;9.3228;0.0573;0.0876;0.522;0.0323;0.0149;-0.0148;-13.54;-9.49;-39.25;88.81;-14.79;10.51;909.07;76.431;49.15307;6.576165;8930.0;NaN;924.1223;221.0;49.0;150.2;1 / 15;4666376;2015-03-03 15:14:51:931
-1.4666;2.2977;8.9088;-1.5591;2.5369;9.3436;0.3142;0.0921;-0.3169;-0.0083;-0.0097;-0.017;-13.89;-9.14;-39.59;87.87;-14.78;9.61;909.18;76.875;49.15307;6.576165;8930.0;NaN;923.0903;221.0;49.0;150.2;1 / 15;4666877;2015-03-03 15:14:52:432
-1.7356;2.6691;9.7014;-1.6;2.5315;9.3382;-0.0041;-0.1079;0.0652;0.0024;0.0341;-0.0042;-12.66;-10.01;-38.39;91.79;-14.87;9.49;909.34;76.629;49.15307;6.576165;8930.0;NaN;921.5885;221.0;49.0;150.2;1 / 15;4667376;2015-03-03 15:14:52:931
-1.7903;2.8666;9.4682;-1.6177;2.6037;9.3153;0.387;-0.272;-0.2784;0.0152;-0.0097;-0.0084;-13.19;-10.54;-38.91;92.92;-15.4;9.85;909.52;75.989;49.15307;6.576165;8930.0;NaN;919.9001;221.0;49.0;150.2;1 / 15;4667876;2015-03-03 15:14:53:431
-1.3071;2.3168;8.7969;-1.5438;2.5265;9.349;0.022;-0.2102;0.3711;0.0206;-0.0054;-0.001;-11.78;-9.14;-40.27;87.16;-14.89;9.64;909.64;76.732;49.15307;6.576165;8930.0;NaN;918.7743;221.0;49.0;150.2;1 / 15;4668375;2015-03-03 15:14:53:930
-1.7737;2.4239;9.2849;-1.4129;2.5176;9.3721;-0.0817;-0.0137;-0.0013;0.0013;-0.0396;0.0012;-12.83;-10.19;-38.56;91.13;-14.77;9.08;909.79;76.421;49.15307;6.576165;8930.0;NaN;917.3669;221.0;49.0;150.2;1 / 15;4668875;2015-03-03 15:14:54:430
-1.9403;2.6238;9.2278;-1.4976;2.5171;9.359;-0.3943;-0.2334;-0.2575;0.0248;-0.0107;1.0E-4;-12.83;-10.19;-40.61;88.89;-15.04;8.48;909.89;76.397;49.15307;6.576165;8930.0;NaN;916.42993;221.0;49.0;150.2;1 / 15;4669379;2015-03-03 15:14:54:934
-1.0548;3.0166;10.3061;-1.5361;2.6034;9.3292;-0.001;0.2066;0.3101;0.012;-0.0065;-0.0042;-12.66;-11.07;-40.1;92.56;-15.13;9.28;910.04;77.142;49.15307;6.576165;8930.0;NaN;915.0231;221.0;49.0;150.2;1 / 15;4669875;2015-03-03 15:14:55:430
-1.0167;2.4382;9.9466;-1.39;2.6454;9.3403;0.057;-0.0238;0.5085;-0.0168;-0.0855;-0.0159;-13.36;-11.07;-39.42;92.16;-15.65;8.46;910.14;76.222;49.15307;6.576165;8930.0;NaN;914.0859;221.0;49.0;150.2;1 / 15;4670376;2015-03-03 15:14:55:931
-0.7572;2.9214;10.2227;-1.4539;2.6342;9.3337;-0.0826;-0.0334;0.1238;0.0099;-0.0086;-0.0095;-13.54;-12.29;-37.54;95.75;-15.68;8.71;910.32;76.271;49.15307;6.576165;8930.0;NaN;912.3978;221.0;49.0;150.2;1 / 15;4670880;2015-03-03 15:14:56:435
-1.6618;3.726;10.706;-1.4477;2.6334;9.3349;-0.163;0.1479;0.3039;0.0056;-0.0631;-0.0084;-13.71;-10.01;-39.42;89.47;-15.59;8.45;910.44;76.461;49.15307;6.576165;8930.0;NaN;911.2738;221.0;49.0;150.2;1 / 15;4671375;2015-03-03 15:14:56:930
-1.2571;2.5596;9.5039;-1.5328;2.7117;9.2988;-0.4479;-0.0188;-0.2347;0.028;-0.0203;0.0097;-14.77;-9.31;-39.07;86.59;-15.85;8.8;910.61;76.459;49.15307;6.576165;8930.0;NaN;909.6812;221.0;49.0;150.2;1 / 15;4671876;2015-03-03 15:14:57:431
-1.4666;2.8762;10.3822;-1.4493;2.6428;9.332;0.1375;-0.0419;-0.1671;0.0142;-0.0182;-0.0127;-14.07;-8.96;-37.03;88.22;-15.63;8.83;910.77;76.448;49.15307;6.576165;8930.0;NaN;908.1817;221.0;49.0;150.2;1 / 15;4672375;2015-03-03 15:14:57:930
-1.9712;3.3689;10.437;-1.521;2.635;9.3227;-0.2748;0.111;-0.6193;0.0195;0.0064;-0.001;-13.71;-10.71;-39.42;92.88;-15.34;9.13;910.89;76.244;49.15307;6.576165;8930.0;NaN;907.058;221.0;49.0;150.2;1 / 15;4672875;2015-03-03 15:14:58:430
-1.1857;2.8286;9.1373;-1.5063;2.7345;9.2964;0.0061;-0.2316;-0.12;0.0323;-0.0065;-0.002;-13.54;-11.94;-39.25;94.03;-16.19;9.2;911.07;76.251;49.15307;6.576165;8930.0;NaN;905.3713;221.0;49.0;150.2;1 / 14;4673375;2015-03-03 15:14:58:930
-1.1929;2.6572;10.5941;-1.4674;2.6709;9.3211;-0.2588;-0.2437;-0.0662;-0.0168;-0.031;-0.0074;-14.94;-11.94;-37.88;94.79;-16.16;9.11;911.19;76.47;49.15307;6.576165;8930.0;NaN;904.24817;221.0;49.0;150.2;1 / 14;4673875;2015-03-03 15:14:59:430
-1.3571;2.8095;10.218;-1.5307;2.7204;9.2966;0.0984;0.115;0.3619;0.0323;-0.0065;-0.0031;-14.94;-11.94;-38.22;95.21;-15.95;9.44;911.37;76.075;49.15307;6.576165;8930.0;NaN;902.56274;221.0;49.0;150.2;1 / 15;4674376;2015-03-03 15:14:59:931
-1.8141;2.8024;9.63;-1.5062;2.7024;9.3059;-0.1862;-0.1587;-0.0035;0.0035;-0.0118;1.0E-4;-13.71;-10.71;-39.07;91.54;-16.07;9.28;911.47;76.462;49.15307;6.576165;8930.0;NaN;901.62604;221.0;49.0;150.2;1 / 15;4674876;2015-03-03 15:15:00:431
-1.2428;2.6595;9.9776;-1.4004;2.6694;9.3319;0.0472;-0.1325;-0.3928;-0.004;-0.0556;1.0E-4;-16.7;-10.89;-37.88;92.96;-15.67;9.02;911.65;76.449;49.15307;6.576165;8930.0;NaN;899.9419;221.0;49.0;150.2;1 / 15;4675375;2015-03-03 15:15:00:930
-1.3;2.4691;8.835;-1.2839;2.6945;9.3414;0.1896;-0.2214;-0.6151;0.0248;0.0192;-0.002;-15.3;-11.59;-39.25;94.62;-15.78;8.61;911.79;76.475;49.15307;6.576165;8930.0;NaN;898.6312;221.0;49.0;150.2;1 / 15;4675877;2015-03-03 15:15:01:432
-1.569;1.9716;9.7562;-1.4299;2.705;9.3171;-0.3386;0.0793;0.5669;0.0355;0.0416;1.0E-4;-13.71;-10.71;-37.71;92.6;-15.83;8.27;911.97;75.953;49.15307;6.576165;8930.0;NaN;896.9474;221.0;49.0;150.2;1 / 15;4676376;2015-03-03 15:15:01:931
-0.9929;2.4334;9.273;-1.4142;2.6942;9.3226;0.0788;-0.4037;-0.1331;0.0131;0.0459;0.0076;-14.24;-11.94;-37.54;95.11;-15.95;8.63;912.12;76.461;49.15307;6.576165;8930.0;NaN;895.5437;221.0;49.0;150.2;1 / 15;4676876;2015-03-03 15:15:02:431
-1.4952;2.7143;8.9635;-1.4255;2.5899;9.3504;-0.1022;-0.0512;-0.0722;0.0387;-0.0107;0.0022;-15.65;-11.24;-38.22;93.53;-15.32;8.79;912.25;76.057;49.15307;6.576165;8930.0;NaN;894.32764;221.0;49.0;150.2;1 / 15;4677376;2015-03-03 15:15:02:931
-1.3761;2.6524;9.6158;-1.4308;2.5128;9.3707;0.0483;0.0649;-0.0442;3.0E-4;0.0053;-0.0042;-15.82;-11.42;-38.39;94.16;-14.95;8.79;912.46;77.076;49.15307;6.576165;8930.0;NaN;892.3643;221.0;49.0;150.2;1 / 15;4677875;2015-03-03 15:15:03:430
-1.5213;2.7262;9.4301;-1.4562;2.5676;9.3519;-0.1204;0.2781;-0.2024;0.0013;-0.0438;-0.0031;-14.94;-12.29;-37.88;97.15;-14.81;8.61;912.58;76.269;49.15307;6.576165;8930.0;NaN;891.2422;221.0;49.0;150.2;1 / 15;4678377;2015-03-03 15:15:03:932
-1.0572;2.1573;8.7112;-1.527;2.5935;9.3334;0.1325;0.0564;0.1689;-0.0115;-0.0588;-0.0052;-15.12;-10.37;-38.39;91.38;-15.12;9.27;912.73;76.684;49.15307;6.576165;8930.0;NaN;889.8394;221.0;49.0;150.2;1 / 15;4678876;2015-03-03 15:15:04:431
-1.8213;2.2501;8.3589;-1.45;2.5192;9.366;0.1197;-0.1913;-0.0303;-0.0125;-0.0631;-0.0095;-14.94;-13.34;-37.88;99.24;-15.11;9.03;912.84;76.691;49.15307;6.576165;8930.0;NaN;888.8114;221.0;49.0;150.2;1 / 15;4679375;2015-03-03 15:15:04:930
-1.0286;2.6024;9.2063;-1.4444;2.4813;9.377;-0.3679;0.168;0.2742;-0.004;-0.0267;-0.0042;-14.07;-10.71;-38.73;93.81;-14.8;8.46;913.02;76.754;49.15307;6.576165;8930.0;NaN;887.12933;221.0;49.0;150.2;1 / 15;4679876;2015-03-03 15:15:05:431
-1.3285;1.9216;9.1302;-1.5026;2.5695;9.344;-0.0666;0.3019;-0.8264;0.012;0.0245;0.0054;-16.17;-11.07;-38.39;94.47;-14.78;9.07;913.13;76.45;49.15307;6.576165;8930.0;NaN;886.1011;221.0;49.0;150.2;1 / 15;4680375;2015-03-03 15:15:05:930
-1.8879;2.2144;9.442;-1.4241;2.5388;9.3646;-0.1218;-0.0906;0.4248;0.0227;0.0064;-0.0084;-15.3;-10.54;-38.56;93.23;-15.1;8.78;913.3;76.379;49.15307;6.576165;8930.0;NaN;884.513;221.0;49.0;150.2;1 / 15;4680876;2015-03-03 15:15:06:431
-1.2547;2.3525;8.8945;-1.4842;2.6139;9.3346;0.0726;-0.0872;-0.3317;0.0024;-0.031;-0.0074;-14.59;-11.94;-37.2;97.02;-15.31;8.8;913.42;75.823;49.15307;6.576165;8930.0;NaN;883.39166;221.0;49.0;150.2;1 / 15;4681376;2015-03-03 15:15:06:931
-1.7308;2.8904;9.7514;-1.3685;2.5953;9.3575;-0.0337;-0.042;-0.0897;3.0E-4;-0.0065;-0.002;-15.12;-11.42;-37.71;93.58;-15.3;8.57;913.63;76.521;49.15307;6.576165;8930.0;NaN;881.4304;221.0;49.0;150.2;1 / 15;4681876;2015-03-03 15:15:07:431
-1.9236;2.2073;9.0302;-1.4061;2.5797;9.3562;-0.2594;0.0023;-0.3813;0.0227;-0.0097;-0.0074;-14.07;-11.42;-38.73;92.96;-15.25;8.55;913.8;76.56;49.15307;6.576165;8930.0;NaN;879.8433;221.0;49.0;150.2;1 / 15;4682376;2015-03-03 15:15:07:931
-1.3404;2.381;9.3039;-1.5314;2.5902;9.3336;-0.1779;-0.0701;0.0226;0.0184;0.0042;0.0033;-14.42;-12.12;-38.39;96.33;-15.38;8.81;913.94;76.477;49.15307;6.576165;8930.0;NaN;878.53595;221.0;49.0;150.2;1 / 15;4682875;2015-03-03 15:15:08:430
-1.6094;2.8119;8.7469;-1.6151;2.6284;9.3088;-0.2195;-0.1202;0.1976;0.0387;0.0064;1.0E-4;-14.77;-11.42;-39.07;92.78;-15.42;9.49;914.13;76.103;49.15307;6.576165;8930.0;NaN;876.76276;221.0;49.0;150.2;1 / 15;4683376;2015-03-03 15:15:08:931
-1.807;2.6738;8.7136;-1.5536;2.6484;9.3136;0.0248;-0.0699;0.0889;-0.0019;-0.0257;-0.001;-14.24;-10.89;-37.2;93.79;-15.76;9.74;914.24;75.826;49.15307;6.576165;8930.0;NaN;875.73505;221.0;49.0;150.2;1 / 15;4683876;2015-03-03 15:15:09:431
-1.6356;2.8881;8.3613;-1.4733;2.6389;9.3293;0.2183;-0.2511;0.024;0.0238;-0.0054;-0.0074;-15.12;-12.82;-38.05;98.67;-15.43;9.13;914.43;76.915;49.15307;6.576165;8930.0;NaN;873.9622;221.0;49.0;150.2;1 / 15;4684376;2015-03-03 15:15:09:931
-1.9355;2.3763;9.073;-1.5254;2.6557;9.3162;-0.1184;-0.1646;0.4466;0.0035;0.0064;-0.0052;-15.82;-11.07;-38.73;92.37;-15.6;8.98;914.56;76.536;49.15307;6.576165;8930.0;NaN;872.7495;221.0;49.0;150.2;1 / 15;4684875;2015-03-03 15:15:10:430
-1.8522;3.2308;9.4991;-1.4962;2.6359;9.3265;0.1821;-0.1199;0.009;0.0078;0.0299;0.0033;-14.59;-12.29;-38.22;95.71;-15.64;9.16;914.73;77.168;49.15307;6.576165;8930.0;NaN;871.1635;221.0;49.0;150.2;1 / 15;4685376;2015-03-03 15:15:10:931
-1.738;2.5453;9.8943;-1.5859;2.6831;9.2982;-0.347;0.3161;0.2885;0.0313;0.0363;0.0022;-15.3;-11.94;-39.25;95.19;-15.53;9.54;914.86;76.045;49.15307;6.576165;8930.0;NaN;869.95135;221.0;49.0;150.2;1 / 15;4685875;2015-03-03 15:15:11:430
-1.7094;2.3263;10.3656;-1.5631;2.7317;9.2879;0.1195;-0.1273;0.0434;-0.0029;-0.0257;-0.0181;-14.07;-11.42;-38.39;92.2;-16.17;9.49;915.03;76.605;49.15307;6.576165;8930.0;NaN;868.3658;221.0;49.0;150.2;1 / 15;4686377;2015-03-03 15:15:11:932
-1.5023;2.938;9.9847;-1.4427;2.6104;9.3421;-0.081;-0.0966;0.3293;0.0013;-0.0214;-0.0031;-14.59;-11.94;-38.56;94.94;-15.64;9.01;915.19;76.359;49.15307;6.576165;8930.0;NaN;866.87366;221.0;49.0;150.2;1 / 15;4686876;2015-03-03 15:15:12:431
-1.2571;2.5381;10.4227;-1.4666;2.6393;9.3302;-0.1564;-0.0728;0.69;0.0078;-0.0075;-0.0031;-14.24;-10.54;-38.22;92.91;-15.75;9.14;915.29;76.772;49.15307;6.576165;8930.0;NaN;865.9422;221.0;49.0;150.2;1 / 15;4687376;2015-03-03 15:15:12:931
-1.2547;2.1787;9.2587;-1.4261;2.6281;9.3397;0.1527;-0.0665;-0.1788;0.027;0.017;0.0033;-14.07;-11.42;-39.76;91.41;-15.66;8.67;915.48;76.916;49.15307;6.576165;8930.0;NaN;864.171;221.0;49.0;150.2;1 / 15;4687876;2015-03-03 15:15:13:431
-1.7046;2.7333;8.9397;-1.482;2.694;9.3122;-0.1732;0.1086;0.2781;0.012;0.0213;-0.001;-13.19;-10.54;-39.25;91.91;-15.81;8.8;915.6;76.712;49.15307;6.576165;8930.0;NaN;863.0526;221.0;49.0;150.2;1 / 15;4688377;2015-03-03 15:15:13:932
-1.2214;2.5048;9.3896;-1.3814;2.6703;9.3344;-0.0809;-0.1481;0.3334;-0.0083;-0.0567;-0.0138;-14.59;-11.59;-38.91;94.52;-15.85;8.82;915.81;76.629;49.15307;6.576165;8930.0;NaN;861.0959;221.0;49.0;150.2;1 / 15;4688875;2015-03-03 15:15:14:430
-1.6142;2.074;9.4063;-1.3476;2.6147;9.3551;-0.1854;-0.1442;0.0898;-0.004;-0.0513;0.0097;-14.07;-10.01;-37.37;90.89;-15.63;8.14;915.95;76.967;49.15307;6.576165;8930.0;NaN;859.79114;221.0;49.0;150.2;1 / 15;4689375;2015-03-03 15:15:14:930
-2.0807;2.2787;8.2923;-1.3733;2.6404;9.3441;-0.2276;0.0219;-0.3235;-0.0243;-0.0481;0.0012;-14.24;-11.59;-37.88;96.15;-15.45;8.23;916.14;76.485;49.15307;6.576165;8930.0;NaN;858.0214;221.0;49.0;150.2;1 / 15;4689876;2015-03-03 15:15:15:431
-1.3785;2.938;9.6895;-1.2289;2.5272;9.3954;-0.0332;-0.12;0.0098;0.012;-0.0417;0.0033;-15.12;-11.07;-37.37;93.92;-15.51;8.25;916.27;76.082;49.15307;6.576165;8930.0;NaN;856.81104;221.0;49.0;150.2;1 / 15;4690376;2015-03-03 15:15:15:931
-1.8141;3.0333;9.7562;-1.2764;2.6917;9.3432;-0.5397;0.0765;-0.087;-0.0083;-0.078;0.0119;-17.76;-11.59;-36.52;95.57;-15.77;7.39;916.45;76.427;49.15307;6.576165;8930.0;NaN;855.13556;221.0;49.0;150.2;1 / 15;4690876;2015-03-03 15:15:16:431
-1.9974;2.6714;9.1873;-1.2192;2.6382;9.3661;-0.2863;-0.1047;0.0112;0.0291;-0.0535;0.0151;-18.81;-11.24;-37.2;93.35;-15.61;7.42;916.64;76.468;49.15307;6.576165;8930.0;NaN;853.36584;221.0;49.0;150.2;1 / 15;4691375;2015-03-03 15:15:16:930
-1.5999;2.3406;9.6348;-1.2511;2.6436;9.3604;-0.1033;-0.2026;0.1553;0.0174;-0.0834;0.014;-19.34;-11.42;-36.01;93.63;-15.92;7.79;916.78;76.578;49.15307;6.576165;8930.0;NaN;852.0636;221.0;49.0;150.2;1 / 15;4691876;2015-03-03 15:15:17:431
-1.1524;2.1049;9.3253;-1.0069;2.6071;9.4;-0.2601;-0.1263;0.0029;0.0152;-0.0417;0.0236;-20.92;-11.59;-35.84;96.06;-15.5;6.59;916.98;76.366;49.15307;6.576165;8930.0;NaN;850.202;221.0;49.0;150.2;1 / 15;4692376;2015-03-03 15:15:17:931
-1.7903;3.0714;9.8062;-1.106;2.6574;9.3747;-0.3162;-0.1645;0.0714;0.0366;0.0021;0.0257;-21.1;-12.47;-35.67;95.88;-15.63;6.63;917.11;76.458;49.15307;6.576165;8930.0;NaN;848.9924;221.0;49.0;150.2;1 / 15;4692875;2015-03-03 15:15:18:430
-1.6737;2.3096;8.9802;-1.1559;2.7124;9.3529;-0.2902;-0.2971;0.185;-8.0E-4;-0.094;0.0193;-20.92;-11.94;-34.13;96.69;-16.03;7.18;917.29;76.506;49.15307;6.576165;8930.0;NaN;847.3181;221.0;49.0;150.2;1 / 15;4693375;2015-03-03 15:15:18:930
-1.3857;2.3453;9.1897;-1.1165;2.7167;9.3565;-0.2049;-0.0592;-0.0606;0.0013;-0.0663;0.0183;-23.73;-10.54;-33.11;94.84;-16.0;7.05;917.4;76.075;49.15307;6.576165;8930.0;NaN;846.29517;221.0;49.0;150.2;1 / 15;4693876;2015-03-03 15:15:19:431
-1.2571;2.3477;8.716;-1.1853;2.6511;9.3668;-0.0621;-0.224;0.176;0.0323;-0.0396;0.0289;-23.56;-11.07;-33.28;94.94;-15.94;7.23;917.55;76.462;49.15307;6.576165;8930.0;NaN;844.89966;221.0;49.0;150.2;1 / 15;4694375;2015-03-03 15:15:19:930
-1.5428;2.9452;10.0347;-1.1379;2.7062;9.3569;-0.3507;-0.0857;-0.1515;0.0142;-0.0609;0.0279;-26.19;-11.24;-33.45;94.77;-15.93;7.3;917.65;76.105;49.15307;6.576165;8930.0;NaN;843.97046;221.0;49.0;150.2;1 / 15;4694876;2015-03-03 15:15:20:431
-1.7189;3.088;8.8636;-1.1713;2.81;9.3221;-0.1933;-0.1179;-0.175;0.0302;-0.0364;0.0332;-26.72;-10.01;-33.28;92.44;-16.41;7.31;917.8;76.473;49.15307;6.576165;8930.0;NaN;842.5755;221.0;49.0;150.2;1 / 15;4695376;2015-03-03 15:15:20:931
-1.5999;2.1049;9.5277;-1.1527;2.807;9.3254;-0.7005;-0.1355;0.3273;0.0313;-0.046;0.0268;-28.13;-9.31;-32.6;90.0;-16.91;6.52;917.94;76.251;49.15307;6.576165;8930.0;NaN;841.2744;221.0;49.0;150.2;1 / 15;4695875;2015-03-03 15:15:21:430
-1.7332;2.9095;10.1847;-1.1053;2.739;9.3513;-0.0112;-0.294;0.5228;0.0195;-0.0385;0.0236;-29.18;-9.66;-31.91;92.77;-16.46;6.91;918.04;76.482;49.15307;6.576165;8930.0;NaN;840.3448;221.0;49.0;150.2;1 / 15;4696375;2015-03-03 15:15:21:930
-1.8998;3.2832;9.949;-1.2909;2.7385;9.3276;-0.3183;0.0252;0.0538;0.0088;0.0138;0.0268;-29.89;-10.37;-31.57;93.3;-16.0;7.55;918.2;75.973;49.15307;6.576165;8930.0;NaN;838.8579;221.0;49.0;150.2;1 / 15;4696876;2015-03-03 15:15:22:431
-1.2167;2.5977;8.6779;-1.2844;2.79;9.3132;-0.1856;-0.1524;-0.0118;-0.0093;-0.0139;0.0204;-29.89;-8.26;-31.23;90.27;-16.28;7.49;918.3;76.66;49.15307;6.576165;8930.0;NaN;837.92896;221.0;49.0;150.2;1 / 16;4697376;2015-03-03 15:15:22:931
-1.3381;3.3975;9.1801;-1.3561;2.9456;9.255;0.0044;-0.2328;0.3059;0.0238;-0.0246;0.0161;-30.24;-9.31;-30.55;91.14;-17.48;8.34;918.46;76.236;49.15307;6.576165;8930.0;NaN;836.4417;221.0;49.0;150.2;1 / 16;4697876;2015-03-03 15:15:23:431
-2.3378;2.8833;10.1561;-1.4273;3.0227;9.2194;0.1372;-0.1795;0.1253;0.0377;0.0299;0.0215;-31.12;-8.79;-31.4;90.96;-17.85;8.61;918.56;75.604;49.15307;6.576165;8930.0;NaN;835.51245;221.0;49.0;150.2;1 / 16;4698376;2015-03-03 15:15:23:931
